Month,Year,Review,Rating,Platform
Nan,2018,Since my go to place was out of bread I decided to stop here and try the French Seminole / Sesame bread. Very disappointed . The only thing that had taste was the sesame seeds. My family ate approx 4 pieces and i broke the remainder of the bread in small pieces and fed it to the birds. I will do without the next time my go to place (CR) is out of bread.,2,Google
Nan,2018,"For the second time in a month, I relied on Altomontes to help get me through a party. We had their meat lasagna and meatballs in sauce today, and they were both fantastic. All I did was make an easy salad and dessert, and that was it. All the guests raved about the food. Thanks again, Altomontes!",5,Google
Nan,2018,Best Italian store anywhere!,5,Google
Nan,2018,"First time at the Doylestown store this past weekend and it's just great!! Much larger than the Warminster location where I usually go, so of course much more selection. Big selection of ready to go meals which is very helpful for me. It's a bakery, butcher, sandwich shop, and restaurant all in one! Fresh bread, cookies cakes, meat, pasta dishes, catering, what's not to like. The products are fresh and homemade too. I spent about $80, when I just came for a sandwich! I love their fresh pasta, marina sauce, and the meatballs were terrific (guess you now know what my dinner was that night). I also really like the daily lunch specials too! Some items are a bit pricey, but I don't mind spending a little more for quality food which this place is all about. Definitely will be back!!",4,Google
Nan,2018,"Today, I ordered 2 slices of a tomato pie and asked to get it heated up. I noticed it was taking a bit long so I went to the pick up counter and asked, after standing there without anyone asking me if I needed anything. I saw that the pizza was a bit over cooked for my liking, it was clearly crunchy. I told the guy and instead of him offering another 2 slices he argued with me telling me that I was wrong. Since when do you tell a customer they are wrong? I then spoke to manager and he wasn't any help. He did not offer to make two more slices. I ended up getting a stuffed artichoke and it was mediocre at best. I wouldn't NEVER recommend this place, it is over rated!",1,Google
Nan,2018,Picked up a tomato pie and a couple of hoagies today. The hoagie rolls seemed a little on the stale side.,3,Google
Nan,2018,Outstanding breakfast sandwich!!!,5,Google
Nan,2018,A great Italian Market!,5,Google
Nan,2018,This place is awesome. Too bad we don't have anything like this where I live in SC.,5,Google
Nan,2018,Everyone is very helpful and friendly!,5,Google
Nan,2018,New to the area. Best store every. Everything is delicious. Try it once and you will keep on coming back for more.,5,Google
Nan,2018,I’ve been getting my Christmas Eve tray there for the past five years. All of the sudden my tray is too small to order in advance for their new large store.,1,Google
Nan,2018,"Best cold cuts, cheese and meats around!!! The bread and rolls are awesome too!",5,Google
Nan,2018,Delicious lunchmeats and prepared foods.,5,Google
Nan,2018,"Today I ordered their grilled cheese with chicken breast on it, as well as cheese fries.",2,Google
Nan,2018,"Great staff, great food.",5,Google
Nan,2018,We can't get enough of this place.,5,Google
Nan,2018,"Great food! Wonderful store! Glad I live an hour away or I'd be there all the time. If I lived closer I would take a job there. Just love the place. I go there for lunch a few times a month. Hey, and the bakery is amazing too!",5,Google
Nan,2018,"Great items, friendly staff.",5,Google
Nan,2018,"Overwhelming selection of quality groceries, love going into this place just to look around. Sandwiches ordered for lunch are always good, just be careful ordering anything with ""extra mayonnaise"" as the word ""extra"" seems to mean ""none"". four times I've had this issue. Hate to dwell on something as simple as mayonnaise on a sandwich but when its that consistent an issue I feel like its worth mention. Go with the chicken parm! cant go wrong there, marinara is delicious and the chicken cooked perfectly every time.",3,Google
Nan,2018,"It's a little bit expensive but they products are exellent.you can have lunch in there they have seating area.food is exellent.so many variety of cheese,bread,everything always fress,you can have Italian goodies.staff is friendly and exellent service in all sections.it's worth to visit.You won't be disappointed.",5,Google
Nan,2018,"The ""cheese lady"" is wonderful and very knowledgeable.",5,Google
Nan,2018,"Absolutely love the selection of fresh food in the case and at the prepackaged section! Great selection fine Italian meats/ cheeses at the deli, and a wonderful selection at the salad case, there is just so much to choose from, whenever I walk in , you can’t just leave without a cart full of food! Altomontes is great for home cooked meals and lunches for work/ and school ! Loving the new location! Great job Altomontes!",5,Google
Nan,2018,It is a fabulous place.,5,Google
Nan,2018,This place is amazinggg. So many premade amazing foods. I Just ate the lasagna and it’s incredible... don’t expect bargain prices but you get what you pay for!!,5,Google
Nan,2018,Many italian specialties. I reccomend the chicken parm.,4,Google
Nan,2018,Great selection. Great food.,5,Google
Nan,2018,Great food at a great price lot of chicken and noodles inside my soup I know Italian wraps are amazing,5,Google
Nan,2018,"LOVE the gluten free selections here: chicken parmesan, ravioli, cinnamon donuts to name just a few!",5,Google
Nan,2018,Great varity and quality,5,Google
Nan,2018,New locations is great. Best meat and produce around. A little more pricey but so worth it,5,Google
